sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,type_of_assessment,start,end,event
Male,79,Caucasian,0,c1,0,0,1,22.0,M,Risk of Recidivism,0,977,0
Male,48,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,846,0
Male,31,African-American,1,c8,0,0,5,1.0,M,Risk of Recidivism,0,551,0
Male,56,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,3,740,0
Male,43,African-American,0,c1,0,0,2,1.0,M,Risk of Recidivism,1,956,0
Male,20,Hispanic,0,c3,0,2,0,1.0,F,Risk of Recidivism,0,750,0
Male,41,African-American,0,c6,0,0,0,4.0,M,Risk of Recidivism,0,166,0
Male,24,Other,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,56,0
Female,33,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,919,0
Male,22,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,8,786,0
Male,34,African-American,0,c1,0,0,3,1.0,F,Risk of Recidivism,0,800,0
Male,36,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1169,0
Male,69,Caucasian,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,1168,0
Male,32,Caucasian,0,c5,0,0,5,1.0,F,Risk of Recidivism,0,363,0
Male,46,Caucasian,0,c5,0,0,0,1.0,F,Risk of Recidivism,78,843,0
Male,34,Caucasian,0,c5,0,0,1,15.0,M,Risk of Recidivism,0,767,0
Female,32,Hispanic,0,c1,0,0,0,0.0,M,Risk of Recidivism,10,457,0
Male,39,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1159,0
Male,25,African-American,0,c7,0,1,6,1.0,M,Risk of Recidivism,1,297,1
Male,29,Caucasian,0,c5,0,0,2,2.0,M,Risk of Recidivism,0,101,0
Female,40,Caucasian,0,c5,0,0,0,1.0,M,Risk of Recidivism,2,774,0
Male,36,Caucasian,0,c5,0,0,10,5.0,M,Risk of Recidivism,0,54,1
Male,50,Caucasian,0,c7,0,0,5,8.0,F,Risk of Recidivism,0,915,1
Male,37,African-American,0,c7,0,0,4,1.0,M,Risk of Recidivism,74,125,0
Male,34,African-American,0,c7,0,0,1,1.0,F,Risk of Recidivism,0,502,0
Female,35,Hispanic,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,743,0
Male,23,Caucasian,0,c7,0,1,10,0.0,F,Risk of Recidivism,69,854,1
Male,20,Other,0,c4,0,0,0,2.0,F,Risk of Recidivism,0,297,0
Male,26,Caucasian,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,1102,0
Male,59,Caucasian,0,c1,0,0,2,15.0,M,Risk of Recidivism,0,27,0
Male,45,Caucasian,0,c2,0,0,2,1.0,F,Risk of Recidivism,0,915,0
Male,37,Caucasian,0,c2,0,0,2,12.0,M,Risk of Recidivism,0,34,0
Male,22,African-American,0,c8,0,0,1,1.0,F,Risk of Recidivism,35,798,0
Male,25,African-American,0,c5,0,0,5,1.0,F,Risk of Recidivism,375,1159,0
Female,52,African-American,0,c3,0,0,3,233.0,M,Risk of Recidivism,0,1130,0
Male,20,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,0,653,1
Male,32,African-American,0,c6,0,0,6,1173.0,F,Risk of Recidivism,0,785,0
Male,39,Caucasian,0,c6,0,0,8,75.0,F,Risk of Recidivism,0,920,0
Male,50,Hispanic,0,c1,0,0,2,0.0,M,Risk of Recidivism,1,767,0
Male,20,African-American,1,c6,0,0,1,20.0,F,Risk of Recidivism,0,786,0
Male,39,Caucasian,0,c1,0,0,1,48.0,F,Risk of Recidivism,0,1079,0
Male,51,Caucasian,0,c2,0,0,1,1.0,M,Risk of Recidivism,1,148,1
Male,30,African-American,0,c2,0,0,2,1.0,M,Risk of Recidivism,17,77,0
Male,39,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,2,757,1
Male,26,African-American,0,c6,0,0,2,1.0,F,Risk of Recidivism,32,1091,0
Male,20,Other,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,893,0
Female,51,Caucasian,0,c5,0,0,7,157.0,F,Risk of Recidivism,0,795,0
Female,26,Caucasian,0,c5,0,0,0,4.0,F,Risk of Recidivism,0,1131,0
Male,26,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,2,171,0
Male,20,Caucasian,0,c2,0,2,0,1.0,F,Risk of Recidivism,0,847,0
Male,28,African-American,0,c3,0,0,0,0.0,F,Risk of Recidivism,15,111,1
Female,21,African-American,0,c5,0,0,0,4.0,M,Risk of Recidivism,0,277,0
Male,25,Other,0,c9,0,0,0,1.0,F,Risk of Recidivism,0,83,1
Male,30,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,1,887,0
Male,21,Caucasian,0,c9,2,7,2,4.0,F,Risk of Recidivism,0,473,1
Male,35,African-American,0,c10,0,0,22,0.0,F,Risk of Recidivism,2,82,1
Male,50,Caucasian,0,c2,0,0,2,1.0,F,Risk of Recidivism,8,33,1
Male,25,African-American,0,c9,0,0,5,1.0,M,Risk of Recidivism,1,152,0
Female,48,Caucasian,0,c9,0,0,1,125.0,F,Risk of Recidivism,0,1163,0
Male,26,African-American,0,c9,0,0,0,1.0,F,Risk of Recidivism,0,58,0
Male,22,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,1045,0
Male,29,African-American,0,c3,0,0,0,0.0,F,Risk of Recidivism,0,831,0
Male,52,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1175,0
Male,21,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,0,811,1
Male,21,Caucasian,0,c8,0,0,1,1.0,F,Risk of Recidivism,0,825,0
Male,24,African-American,0,c7,0,0,3,0.0,F,Risk of Recidivism,93,922,0
Female,30,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1052,0
Male,41,African-American,0,c9,1,0,9,733.0,M,Risk of Recidivism,1,1142,0
Male,53,Hispanic,0,c1,0,0,1,82.0,F,Risk of Recidivism,0,1169,0
Male,48,Caucasian,0,c2,0,0,6,27.0,F,Risk of Recidivism,0,53,0
Female,34,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1138,0
Male,39,Other,0,c4,0,0,1,438.0,F,Risk of Recidivism,0,830,0
Female,48,Caucasian,0,c8,0,0,17,1624.0,F,Risk of Recidivism,0,1157,0
Male,31,Hispanic,0,c7,0,0,1,512.0,F,Risk of Recidivism,0,583,0
Male,25,African-American,0,c2,0,0,1,0.0,M,Risk of Recidivism,0,835,0
Male,56,Caucasian,0,c1,0,0,6,1.0,F,Risk of Recidivism,0,1059,0
Male,23,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,1094,0
Male,21,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,813,0
Male,66,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,956,0
Male,28,African-American,0,c7,0,0,7,1.0,M,Risk of Recidivism,0,132,0
Male,29,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,829,0
Male,39,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,816,0
Male,31,Caucasian,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,1100,0
Male,22,African-American,0,c8,0,0,0,1.0,M,Risk of Recidivism,53,1139,0
Female,22,Caucasian,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,889,0
Male,35,Caucasian,0,c4,0,2,3,1.0,F,Risk of Recidivism,1,919,0
Female,37,African-American,0,c5,0,0,0,0.0,F,Risk of Recidivism,0,811,0
Female,30,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1186,0
Male,56,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,779,1
Female,34,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,796,0
Male,43,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,930,0
Male,38,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1179,0
Male,39,Caucasian,0,c3,0,0,3,1.0,F,Risk of Recidivism,0,1117,0
Male,26,African-American,0,c3,0,0,2,0.0,M,Risk of Recidivism,0,1068,0
Female,55,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,798,0
Male,61,African-American,0,c7,0,0,25,1.0,F,Risk of Recidivism,0,1102,0
Male,33,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,10,1116,0
Male,40,Caucasian,0,c7,0,0,4,1.0,F,Risk of Recidivism,1,76,0
Male,33,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,1086,0
Male,26,Caucasian,0,c6,0,0,0,1.0,F,Risk of Recidivism,0,314,1
Male,28,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,780,0
Male,45,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1182,0
Female,57,Caucasian,0,c2,0,0,4,1.0,F,Risk of Recidivism,257,1113,0
Male,26,African-American,0,c7,0,0,3,1.0,F,Risk of Recidivism,46,218,1
Male,35,African-American,0,c8,0,0,1,1.0,F,Risk of Recidivism,0,938,0
Male,54,Hispanic,0,c1,0,0,0,0.0,F,Risk of Recidivism,2,1090,0
Female,29,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,2,765,0
Female,40,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,834,0
Female,25,African-American,0,c2,0,1,0,1.0,M,Risk of Recidivism,0,1056,0
Male,44,African-American,0,c6,0,0,3,1.0,M,Risk of Recidivism,2,55,0
Male,48,Caucasian,0,c1,0,0,1,31.0,M,Risk of Recidivism,0,1065,0
Female,59,Caucasian,0,c1,0,0,1,302.0,F,Risk of Recidivism,0,763,0
Male,29,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,72,172,0
Male,56,Caucasian,0,c1,0,0,0,4.0,M,Risk of Recidivism,0,956,0
Female,27,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,798,0
Female,29,Caucasian,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1124,0
Female,34,Caucasian,0,c4,0,0,4,1.0,M,Risk of Recidivism,0,871,0
Female,22,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,0,1172,0
Male,31,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,2,741,0
Male,47,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,1,817,0
Female,20,Caucasian,0,c4,0,0,1,50.0,F,Risk of Recidivism,0,921,0
Male,39,African-American,0,c9,0,0,4,1.0,F,Risk of Recidivism,118,965,0
Male,30,Hispanic,0,c2,0,0,2,1.0,F,Risk of Recidivism,5,54,0
Male,61,African-American,0,c8,0,0,2,1.0,M,Risk of Recidivism,1,903,0
Male,37,Hispanic,0,c4,0,0,3,0.0,M,Risk of Recidivism,0,896,0
Male,38,Other,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,455,1
Male,30,African-American,0,c9,0,0,0,1.0,M,Risk of Recidivism,0,1149,0
Male,47,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,842,0
Male,56,Caucasian,0,c1,0,0,5,238.0,F,Risk of Recidivism,0,737,0
Female,58,Hispanic,0,c5,0,0,1,133.0,F,Risk of Recidivism,0,751,0
Male,28,African-American,0,c6,0,0,12,1.0,M,Risk of Recidivism,0,117,1
Male,59,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,62,1100,0
Male,23,Caucasian,0,c9,1,0,4,1.0,M,Risk of Recidivism,1,578,1
Female,41,Hispanic,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,791,0
Male,22,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,1,440,0
Male,26,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,846,0
Male,44,Caucasian,0,c5,0,0,1,0.0,F,Risk of Recidivism,2,784,0
Female,34,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,199,1
Male,29,African-American,0,c9,0,0,8,65.0,M,Risk of Recidivism,4,748,0
Female,31,African-American,0,c6,0,0,0,5.0,M,Risk of Recidivism,0,882,0
Male,21,Caucasian,0,c6,0,0,2,10.0,F,Risk of Recidivism,0,788,0
Male,34,Caucasian,0,c5,0,0,4,1.0,F,Risk of Recidivism,0,1096,0
Male,54,African-American,0,c6,0,0,21,1.0,F,Risk of Recidivism,0,1100,0
Male,20,Caucasian,0,c10,4,0,4,1.0,F,Risk of Recidivism,0,968,0
Male,31,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,4,1
Male,22,Caucasian,0,c4,0,0,0,0.0,M,Risk of Recidivism,1,398,0
Male,36,African-American,0,c4,0,0,6,1.0,M,Risk of Recidivism,0,740,0
Male,36,Caucasian,0,c1,0,0,3,116.0,M,Risk of Recidivism,0,997,0
Male,50,African-American,0,c8,0,0,15,1.0,M,Risk of Recidivism,0,850,0
Female,49,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1057,0
Male,31,African-American,0,c4,0,0,1,444.0,M,Risk of Recidivism,0,817,0
Male,21,African-American,1,c9,0,1,2,0.0,F,Risk of Recidivism,35,947,0
Male,29,Other,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,871,0
Male,61,Hispanic,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1181,0
Female,25,Caucasian,0,c9,0,0,2,44.0,F,Risk of Recidivism,0,16,0
Female,26,Other,0,c2,0,0,1,31.0,F,Risk of Recidivism,0,809,0
Male,38,Caucasian,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,840,0
Male,35,Caucasian,0,c1,0,0,2,1.0,M,Risk of Recidivism,0,844,0
Male,50,African-American,0,c5,0,0,10,48.0,F,Risk of Recidivism,0,179,0
Male,29,Caucasian,0,c2,0,0,1,18.0,F,Risk of Recidivism,0,794,0
Male,46,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,801,0
Male,53,Caucasian,0,c5,0,0,1,1.0,M,Risk of Recidivism,0,794,1
Female,27,Caucasian,0,c5,0,0,1,0.0,F,Risk of Recidivism,25,355,1
Male,29,Caucasian,0,c8,0,0,4,2.0,F,Risk of Recidivism,0,1162,0
Male,24,Caucasian,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,754,1
Male,40,African-American,0,c7,0,0,20,1.0,F,Risk of Recidivism,0,611,0
Female,36,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1124,0
Male,57,Caucasian,0,c1,0,0,7,1.0,F,Risk of Recidivism,151,982,1
Male,26,African-American,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,848,1
Male,26,African-American,0,c3,0,1,2,7.0,F,Risk of Recidivism,0,1057,0
Female,48,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,792,0
Male,52,Caucasian,0,c2,0,0,7,1.0,M,Risk of Recidivism,0,1077,0
Female,43,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1066,0
Male,35,African-American,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,871,0
Male,24,Caucasian,0,c5,0,0,3,0.0,F,Risk of Recidivism,36,382,0
Male,23,Hispanic,0,c9,1,0,2,1.0,F,Risk of Recidivism,22,785,0
Male,56,African-American,0,c7,0,0,28,69.0,F,Risk of Recidivism,0,320,0
Male,21,African-American,0,c5,0,0,0,0.0,F,Risk of Recidivism,0,788,0
Female,25,Caucasian,0,c5,0,0,0,0.0,F,Risk of Recidivism,1,394,0
Male,31,Other,0,c6,0,0,3,1.0,F,Risk of Recidivism,0,768,1
Male,46,Caucasian,0,c5,0,0,0,2.0,M,Risk of Recidivism,0,1169,0
Female,24,African-American,0,c7,0,0,0,0.0,F,Risk of Recidivism,2,831,0
Male,24,Other,0,c3,0,0,0,0.0,M,Risk of Recidivism,0,1173,0
Male,40,Hispanic,0,c3,0,0,0,0.0,M,Risk of Recidivism,0,1155,0
Male,36,Hispanic,0,c2,0,0,1,0.0,M,Risk of Recidivism,0,781,0
Male,33,Hispanic,0,c1,0,0,1,219.0,M,Risk of Recidivism,0,892,0
Male,24,Caucasian,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,1060,0
Female,55,African-American,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,1040,0
Male,38,African-American,0,c7,0,0,14,1.0,F,Risk of Recidivism,55,773,0
Male,31,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,940,0
Female,30,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,810,0
Male,52,Caucasian,0,c1,0,0,1,94.0,F,Risk of Recidivism,0,714,0
Male,37,African-American,0,c8,0,0,16,1.0,F,Risk of Recidivism,1,64,0
Female,41,Caucasian,0,c2,0,0,1,0.0,M,Risk of Recidivism,29,1173,0
Male,20,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,159,1
Male,22,Caucasian,0,c5,0,0,1,1.0,M,Risk of Recidivism,9,848,0
Male,38,African-American,0,c6,0,0,7,1.0,M,Risk of Recidivism,197,1100,0
Male,31,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,7,945,0
Male,28,Caucasian,0,c7,0,0,0,1.0,F,Risk of Recidivism,54,224,0
Male,21,Hispanic,0,c7,1,0,2,1.0,F,Risk of Recidivism,2,269,1
Male,39,African-American,0,c8,0,0,1,1.0,F,Risk of Recidivism,0,1098,0
Male,32,Caucasian,0,c2,1,0,2,179.0,F,Risk of Recidivism,0,293,0
Male,45,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,732,0
Male,36,African-American,0,c5,0,2,7,32.0,M,Risk of Recidivism,0,836,0
Male,27,African-American,0,c7,0,0,9,1.0,F,Risk of Recidivism,0,45,1
Male,30,Hispanic,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,757,0
Male,61,African-American,0,c6,0,0,8,11.0,M,Risk of Recidivism,0,1116,0
Male,43,African-American,0,c1,0,0,2,0.0,F,Risk of Recidivism,1,1093,0
Male,26,African-American,0,c4,0,0,1,1.0,F,Risk of Recidivism,0,902,0
Male,32,African-American,0,c2,3,0,7,1.0,F,Risk of Recidivism,4,613,0
Female,57,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,857,0
Female,40,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1127,0
Male,29,Caucasian,0,c10,0,0,1,61.0,M,Risk of Recidivism,10,12,0
Female,21,Caucasian,0,c8,0,0,1,138.0,F,Risk of Recidivism,0,132,0
Male,36,African-American,0,c2,0,0,2,4.0,M,Risk of Recidivism,0,1127,0
Male,59,African-American,0,c4,0,0,17,463.0,F,Risk of Recidivism,0,248,0
Male,35,African-American,0,c8,0,0,6,0.0,F,Risk of Recidivism,1,187,1
Male,49,Hispanic,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1045,0
Male,21,African-American,0,c5,1,0,2,1.0,F,Risk of Recidivism,7,176,1
Male,23,Hispanic,0,c10,0,0,1,165.0,F,Risk of Recidivism,0,87,0
Male,33,Hispanic,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1039,0
Male,20,African-American,1,c3,0,0,1,435.0,F,Risk of Recidivism,0,39,0
Male,28,Caucasian,0,c10,0,0,1,39.0,F,Risk of Recidivism,0,1064,0
Male,55,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,300,1181,0
Male,26,Caucasian,0,c4,0,0,0,2.0,M,Risk of Recidivism,0,1077,0
Female,52,Caucasian,0,c1,0,0,6,13.0,F,Risk of Recidivism,0,678,0
Male,52,African-American,0,c8,0,0,16,1.0,F,Risk of Recidivism,0,551,1
Male,60,Caucasian,0,c2,0,0,2,1.0,M,Risk of Recidivism,10,937,0
Male,44,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,949,0
Male,30,Hispanic,0,c2,0,0,1,18.0,F,Risk of Recidivism,0,960,0
Female,25,African-American,0,c4,0,0,2,1.0,M,Risk of Recidivism,0,744,0
Male,39,African-American,0,c4,0,0,3,40.0,M,Risk of Recidivism,0,769,0
Male,22,Caucasian,0,c6,0,0,1,13.0,F,Risk of Recidivism,0,564,0
Female,28,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,190,320,0
Male,30,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,914,0
Male,39,African-American,0,c5,0,0,9,0.0,F,Risk of Recidivism,0,1072,0
Female,46,Other,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,934,0
Male,47,Other,0,c2,0,0,3,1.0,M,Risk of Recidivism,3,1151,0
Male,26,African-American,0,c7,0,0,5,1.0,M,Risk of Recidivism,357,1129,0
Male,33,African-American,0,c4,0,0,3,130.0,F,Risk of Recidivism,0,907,0
Female,23,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,24,957,0
Male,54,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,1,858,0
Male,50,African-American,0,c6,0,0,2,1760.0,M,Risk of Recidivism,31,934,0
Male,25,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,915,0
Female,46,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,1145,0
Male,22,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,1141,0
Male,38,Caucasian,1,c4,0,0,10,0.0,F,Risk of Recidivism,0,228,1
Male,18,African-American,5,c5,0,2,4,138.0,F,Risk of Recidivism,0,7,0
Female,23,Caucasian,0,c6,0,0,0,1.0,F,Risk of Recidivism,11,964,0
Female,32,Hispanic,0,c5,0,1,8,8.0,M,Risk of Recidivism,0,309,1
Male,27,African-American,0,c5,0,0,6,127.0,F,Risk of Recidivism,0,841,0
Male,25,Caucasian,0,c6,0,0,2,0.0,F,Risk of Recidivism,0,947,1
Male,53,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,10,1076,0
Male,39,African-American,0,c3,0,0,0,3.0,M,Risk of Recidivism,0,1152,0
Male,37,Other,0,c4,0,0,2,1.0,F,Risk of Recidivism,50,664,1
Female,24,African-American,0,c9,0,0,7,1.0,F,Risk of Recidivism,0,779,0
Male,33,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1118,0
Female,24,Caucasian,0,c4,0,4,1,24.0,M,Risk of Recidivism,0,1046,0
Male,46,Caucasian,0,c1,0,0,1,4.0,F,Risk of Recidivism,0,746,0
Male,32,Hispanic,0,c7,0,0,7,1.0,F,Risk of Recidivism,0,1091,0
Male,24,Hispanic,0,c3,0,0,2,25.0,F,Risk of Recidivism,0,1103,0
Female,38,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,2,1103,0
Male,57,Caucasian,0,c1,0,0,2,28.0,F,Risk of Recidivism,0,1149,0
Male,43,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,974,0
Male,22,African-American,0,c6,0,0,0,0.0,M,Risk of Recidivism,0,1115,0
Male,26,Caucasian,0,c4,0,0,1,323.0,M,Risk of Recidivism,0,823,0
Female,28,African-American,0,c9,0,0,9,12.0,M,Risk of Recidivism,0,91,1
Male,51,Caucasian,0,c4,0,0,3,1.0,F,Risk of Recidivism,6,738,0
Male,41,Hispanic,0,c1,0,0,3,1.0,F,Risk of Recidivism,0,750,0
Male,24,Caucasian,0,c7,0,0,1,1.0,F,Risk of Recidivism,0,1161,0
Male,27,African-American,1,c10,2,1,6,1.0,M,Risk of Recidivism,0,159,0
Male,25,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,455,0
Male,56,Caucasian,0,c3,0,0,3,0.0,M,Risk of Recidivism,0,1053,0
Female,29,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,1,816,0
Male,21,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,1,756,0
Female,28,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,920,0
Male,35,African-American,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,217,0
Male,23,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1113,0
Male,48,African-American,0,c8,0,0,4,4200.0,F,Risk of Recidivism,0,43,0
Male,37,African-American,0,c9,0,0,2,0.0,F,Risk of Recidivism,403,1139,0
Male,33,African-American,0,c1,0,0,0,2.0,F,Risk of Recidivism,0,51,0
Male,23,African-American,0,c7,0,1,5,1.0,F,Risk of Recidivism,1,237,1
Male,24,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,1,806,0
Male,44,African-American,0,c7,0,0,2,1.0,M,Risk of Recidivism,4,1161,0
Male,26,African-American,0,c4,0,0,4,72.0,M,Risk of Recidivism,0,624,0
Female,26,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,958,0
Male,29,African-American,0,c6,0,0,2,1.0,F,Risk of Recidivism,1,531,0
Male,26,Hispanic,0,c2,0,1,0,1.0,F,Risk of Recidivism,0,1039,0
Male,30,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1039,0
Male,42,Other,0,c2,0,0,1,39.0,F,Risk of Recidivism,0,1134,0
Female,28,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,1,374,1
Male,20,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,10,61,0
Female,24,Caucasian,0,c7,2,0,7,1.0,M,Risk of Recidivism,0,820,0
Female,21,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,3,907,0
Male,27,African-American,0,c5,0,0,8,1.0,F,Risk of Recidivism,25,44,1
Male,42,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,6,901,0
Male,43,Caucasian,0,c1,0,0,1,131.0,F,Risk of Recidivism,0,851,0
Female,55,Caucasian,0,c1,0,0,0,3.0,M,Risk of Recidivism,0,779,0
Male,23,African-American,0,c4,0,0,0,0.0,M,Risk of Recidivism,1,1064,0
Female,64,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,3,1070,0
Male,48,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,921,0
Male,30,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1041,0
Female,22,African-American,0,c4,0,0,1,4.0,M,Risk of Recidivism,0,815,0
Male,24,Caucasian,0,c4,0,0,0,0.0,F,Risk of Recidivism,0,897,0
Male,49,Hispanic,0,c1,0,0,2,40.0,M,Risk of Recidivism,0,893,1
Male,50,Caucasian,0,c1,0,0,2,32.0,F,Risk of Recidivism,0,830,0
Male,30,African-American,0,c7,0,0,3,1.0,M,Risk of Recidivism,205,1068,0
Male,21,African-American,0,c9,2,0,2,173.0,M,Risk of Recidivism,0,111,1
Male,31,African-American,0,c10,0,0,1,1.0,F,Risk of Recidivism,0,106,0
Male,23,Hispanic,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1129,0
Male,28,African-American,0,c6,0,0,11,1.0,F,Risk of Recidivism,1,252,1
Male,24,African-American,0,c2,0,1,0,1.0,F,Risk of Recidivism,0,776,0
Male,31,Other,0,c1,0,0,1,0.0,M,Risk of Recidivism,1,856,0
Male,29,African-American,0,c4,0,0,3,1.0,F,Risk of Recidivism,0,491,1
Male,28,African-American,0,c3,0,0,4,1.0,M,Risk of Recidivism,33,259,1
Male,49,Caucasian,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,1142,0
Male,42,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,737,0
Male,38,African-American,0,c2,0,0,4,1.0,M,Risk of Recidivism,0,55,0
Male,63,Caucasian,0,c1,0,0,1,12.0,F,Risk of Recidivism,0,892,0
Male,36,African-American,0,c6,0,0,0,1.0,F,Risk of Recidivism,0,891,0
Male,29,African-American,0,c10,0,0,11,1.0,M,Risk of Recidivism,0,1128,0
Male,39,African-American,0,c2,0,0,2,1.0,M,Risk of Recidivism,0,1075,0
